2025-12-07 01:43:07 | INFO     | infra.database       | _init_database       | Database initialized at D:\AI\Profiler\infra\profiler_data.db
2025-12-07 02:15:36 | INFO     | core.modular_executor | _run_parallel_sub_analyses | Stage 'audio' completed in 75.01s with 5/5 successful
2025-12-07 02:15:36 | INFO     | core.modular_executor | run_full_pipeline    | Signal Collapsing: 42 events collapsed
2025-12-07 02:15:36 | INFO     | core.modular_executor | run_full_pipeline    | CV blink data injected into synthesis (BPM=9.9)
2025-12-07 02:15:36 | INFO     | core.modular_executor | run_synthesis        | Starting synthesis with 9 sub-analyses
2025-12-07 02:15:36 | INFO     | api_client           | synthesize_text      | Text synthesis with model: google/gemini-3-pro-preview
2025-12-07 02:15:36 | INFO     | api_client           | synthesize_text      | Text synthesis with model: google/gemini-3-pro-preview
2025-12-07 02:15:36 | INFO     | api_client           | synthesize_text      | Text synthesis with model: google/gemini-3-pro-preview
2025-12-07 02:15:36 | INFO     | api_client           | synthesize_text      | Text synthesis with model: google/gemini-3-pro-preview
2025-12-07 02:15:40 | INFO     | httpx                | _send_single_request | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-07 02:15:40 | INFO     | httpx                | _send_single_request | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-07 02:15:40 | INFO     | httpx                | _send_single_request | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-07 02:15:40 | INFO     | httpx                | _send_single_request | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-07 02:16:04 | INFO     | core.modular_executor | _run_sub_analysis    | Sub-analysis 'threat' completed in 28.16s
2025-12-07 02:16:04 | INFO     | api_client           | synthesize_text      | Text synthesis with model: google/gemini-3-pro-preview
2025-12-07 02:16:08 | INFO     | httpx                | _send_single_request | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-07 02:16:13 | INFO     | core.modular_executor | _run_sub_analysis    | Sub-analysis 'differential' completed in 36.86s
2025-12-07 02:16:13 | INFO     | api_client           | synthesize_text      | Text synthesis with model: google/gemini-3-pro-preview
2025-12-07 02:16:15 | INFO     | core.modular_executor | _run_sub_analysis    | Sub-analysis 'contradictions' completed in 38.68s
2025-12-07 02:16:15 | INFO     | api_client           | synthesize_text      | Text synthesis with model: google/gemini-3-pro-preview
2025-12-07 02:16:17 | INFO     | httpx                | _send_single_request | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-07 02:16:19 | INFO     | core.modular_executor | _run_sub_analysis    | Sub-analysis 'personality' completed in 42.31s
2025-12-07 02:16:19 | INFO     | api_client           | synthesize_text      | Text synthesis with model: google/gemini-3-pro-preview
2025-12-07 02:16:19 | INFO     | httpx                | _send_single_request | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-07 02:16:22 | INFO     | httpx                | _send_single_request | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-07 02:16:42 | INFO     | core.modular_executor | _run_sub_analysis    | Sub-analysis 'red_team' completed in 37.85s
2025-12-07 02:16:48 | INFO     | core.modular_executor | _run_sub_analysis    | Sub-analysis 'fate_model' completed in 33.53s
2025-12-07 02:16:49 | INFO     | core.modular_executor | _run_sub_analysis    | Sub-analysis 'irony_meme_filter' completed in 35.86s
2025-12-07 02:17:10 | INFO     | core.modular_executor | _run_sub_analysis    | Sub-analysis 'nci_deception_summary' completed in 51.90s
2025-12-07 02:17:10 | INFO     | core.modular_executor | _run_parallel_sub_analyses | Stage 'synthesis_parallel' completed in 94.21s with 8/8 successful
2025-12-07 02:17:10 | INFO     | core.modular_executor | run_synthesis        | Running final integration
2025-12-07 02:17:10 | INFO     | api_client           | synthesize_text      | Text synthesis with model: google/gemini-3-pro-preview
2025-12-07 02:17:15 | INFO     | httpx                | _send_single_request | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-07 02:17:59 | INFO     | core.modular_executor | _run_sub_analysis    | Sub-analysis 'final_integration' completed in 48.74s
2025-12-07 02:17:59 | WARNING  | analysis.blink_detector | fuse_blink_metrics   | LLM blink hallucination detected: claimed 90.0 BPM baseline
2025-12-07 02:17:59 | WARNING  | analysis.blink_detector | fuse_blink_metrics   | Blink rate discrepancy: CV=9.9 BPM, LLM claimed=90.0 BPM (ratio=9.0x). Using CV as ground truth.
2025-12-07 02:17:59 | INFO     | profiler             | profile_video        | Blink fusion: CV=9.9, Fused=9.9 (cv_ground_truth)
2025-12-07 02:17:59 | INFO     | profiler             | profile_video        | Modular pipeline completed in 573.14s
2025-12-07 02:17:59 | INFO     | profiler             | profile_video        | Confidence score: 0.735
2025-12-07 02:17:59 | INFO     | analysis             | analysis_complete    | [PROF-20251207-020720-313] ANALYSIS COMPLETE: Total time 639.39s
2025-12-07 02:17:59 | INFO     | infra.cache_manager  | put                  | Cached result: 05c56bb2345ea3ab_c15...
2025-12-07 02:17:59 | INFO     | profiler             | profile_video        | Cached analysis result for C:\Users\Greg\AppData\Local\Temp\gradio\dfe1742422bf05b6d126318fc84479c07d63a7ced0a9fd41b07b97cbb575fdb1\Cobie-cropped.mp4
2025-12-07 02:18:00 | INFO     | infra.database       | save_profile         | Saved profile: PROF-20251207-020720-313 (Subject: @Cobert, Report #2)
2025-12-07 02:18:00 | INFO     | output.visualizations | extract_big_five_scores | Big Five extraction: found 5/5 traits: ['Openness', 'Conscientiousness', 'Extraversion', 'Agreeableness', 'Neuroticism']
2025-12-07 02:18:00 | INFO     | output.visualizations | extract_dark_triad_scores | Dark Triad extraction: found 3/3 traits: ['Narcissism', 'Machiavellianism', 'Psychopathy']
2025-12-07 02:18:00 | INFO     | output.visualizations | extract_threat_scores | Threat extraction: found 5/5 categories: ['Volatility', 'Manipulation', 'Compliance', 'Stress Resilience', 'Ethical Boundaries']
2025-12-07 02:18:00 | INFO     | output.visualizations | extract_mbti_profile | MBTI extraction: found type=INTJ
2025-12-07 02:18:00 | INFO     | output.visualizations | extract_bte_score    | BTE fallback: found moderate indicators
2025-12-07 02:18:00 | INFO     | output.visualizations | extract_bte_score    | BTE fallback: found moderate indicators
